AT,V,AP,RH,Y
28.09,65.27,1013.27,51.96,440
5.66,40,1022.08,93.03,475.54
31.74,72.58,1007.26,59.58,425.12
10.17,41.17,1018.58,87.72,478.04
26.75,64.79,1017.79,54.31,438.4
23.57,63.91,1011.65,80.74,441.93
13.83,45.08,1024.2,80.52,465.5
27,59.15,1013.12,61.39,440.58
22.77,59.92,1009.67,94.09,437.9
12.48,40.67,1011.24,61.1,475.96
16.79,44.6,1014.27,48.08,459.48
24.23,56.89,1012.32,68.04,441.29
10.03,42.02,998.6,99.9,471.07
16.3,41.16,1007.88,76.61,463.47
26.44,54.2,1012.65,48.02,444.78
24.83,62.4,1010.13,70.18,442.2
17.45,49.64,1026.4,66.67,454.67
22.26,70.47,1008.32,84.22,440.21
21.04,74.87,1009.09,88.25,443.44
18.34,44.63,1000.76,89.27,455.22
26.63,61.47,1008.18,69,444.16
29.72,77.95,1014.9,72.73,434.99
29.59,74.78,1009.45,55.75,436.77
19.64,46.33,1013.33,98.99,451.45
16.98,53.16,1013.95,82.8,458.93
24.16,65.06,1013.88,58.96,442.32
17.4,43.14,1018.51,75.31,457.59
21.6,59.8,1016.9,76.59,450.14
10.44,39.04,1023.99,85.03,480.34
29.15,69.48,1008.68,55.78,430.54
20.89,67.71,1006.12,59.12,445.39
27.3,56.85,1011.66,36.09,440.01
20.78,58.86,1016.02,77.29,446.2
24.4,41.1,1002.14,38.75,451.66
12.77,36.71,1013.29,86.4,475.59
19.69,56.65,1020.72,70.86,456.18
23.46,51.19,1009.6,73.22,444.82
9.51,40.46,1018.84,70.12,471.32
21.18,45.01,1012.57,48.05,451.62
17.49,63.94,1020.02,82.6,452.71
23.81,57.5,1015.53,70.66,448.72
23.34,59.44,1012.67,80.76,445.24
23.94,62.08,1022.47,61.97,447.5
12.16,40.81,1025.79,70.97,476.63
26.85,57.19,1007.9,60.04,438.01
7.19,40.81,1015.22,85.65,487.15
14.07,42.99,1007.57,96.05,468.87
4.7,39.9,1007.45,91.02,487.78
23.09,73.5,1011.4,89.76,438.56
17.68,39.08,1002.77,74.24,454.18
23.71,68.63,1014.54,46.04,449.41
32.66,73.68,1014.64,40.88,425.17
33.83,67.9,1005.94,29.86,428.12
13.51,43.41,1015.94,75.22,463.86
10.22,45.01,1018.27,93.62,474.32
23.64,69.94,1005.2,64.53,439.66
18.63,50.16,1010.21,97.13,450.14
25.16,74.33,1014.55,76.7,436.15
26.09,60.29,1017.72,50.83,444.71
24.66,69.94,1006.56,60.91,432.68
27.09,49.3,1003.93,61,437.44
24.47,70.94,1008.07,81.55,436.29
23.38,58.82,1012.27,77.87,446.54
24.2,50.78,1008.74,59.32,443.09
28.37,75.6,1017.48,55.19,439.25
11.92,38.25,1013.13,84.92,472.5
15.28,40,1016.65,65,458.76
27.88,63.87,1017.79,40,443.24
23.82,60.32,1016.61,75.29,445
32.38,67.17,1006.97,60.04,438.67
19.13,58.66,1013.32,74.86,453.92
22.99,60.77,1017.97,78.47,447.62
25.61,74.22,1010.26,75.15,438.45
19.89,69.48,1011.06,86.73,447.63
25.44,75.23,1010.71,66.44,436.67
13.48,40.35,1011.71,69.44,474.72
29.17,74.34,1004.51,82.02,433.03
29.45,75.6,1018.12,50.68,437.31
24.01,65.46,1014.17,43.02,443.81
24.73,70.72,1009.82,88.79,439.3
23.43,69.23,1013.09,63.48,441.6
21.32,59.8,1016.26,76.26,452.7
4.71,39.42,1026.4,84.42,481.28
31.88,70.36,1006.2,57.51,438.42
15.16,50.88,1013.88,100.11,460.03
14.38,40.1,1015.51,81.23,467.28
13.78,38.28,1014.8,81.19,467.43
14.07,40.78,1024.67,72.66,456.71
23.21,73.42,1010.34,88.29,439.66
15.67,45.17,1018.73,94.74,462.09
24.45,66.49,1014.24,58.15,449.22
11.75,42.32,1015.28,77.25,470.44
22.79,68.63,1012.99,55.78,446.16
28.91,70.72,1009.7,67.5,439.94
25.76,57.32,1011.93,43.61,440.26
8.72,36.25,1029.31,85.73,479.94
27.37,71.06,1008.4,87.52,432.14
7.53,41.74,1022.45,90.85,487.25
29.1,76.2,1006.28,60.22,435.97
22.65,68.67,1006.67,77.42,447.01
25.32,54.5,1015.5,68.17,451.52
7.97,39.04,1018.51,65.17,483.3
26.85,74.16,1008.66,93.8,431.16
23.24,68.31,1009.71,80.8,440.78
14.29,37.85,1009.98,92.81,468.63
29.32,63.77,1013.24,55.1,438.09
30.74,71.77,1006.24,53.38,434.89
14.12,39.52,1016.79,75.89,472.32
18,52.08,1003.07,100.09,450.85
13.51,40.89,1011.03,84.83,471.99
22.99,68.67,1006.65,77.62,446.67
10.24,41.58,1021.17,94.34,465.86
15.91,71.14,1019.7,72.65,458.15
20.08,58.12,1015.53,80.84,455.85
19.41,64.45,1009.44,64.05,452.55
13.94,38.47,1015.03,53.9,466.54
15.51,41.76,1022.81,69.55,463.82
10.25,41.46,1018.67,84.41,479.28
20.25,55.5,1020.03,69.33,455.13
26.85,75.6,1017.43,74.55,433.48
28.41,75.6,1018.48,56.07,440.28
20.54,69.05,1001.6,79.62,442.86
26.82,65.27,1013.6,53.85,437.84
13.98,40.24,1017.19,87.45,467.2
22.79,50.78,1008.65,58.39,447.12
18.21,39.54,1009.81,70.92,461.73
14.08,41.93,1023.02,59.41,475.15
13.8,44.21,1022.93,83.37,468.97
16.63,53.82,1015.18,66.09,458.29
6.93,43.13,1018.61,88.31,486.94
16.29,44.34,1019.49,59.36,468.8
27.07,65.59,1012.14,63.93,442.71
11.44,41.39,1019.59,79.95,478.52
5.78,40.62,1016.55,84.98,484.13
20.37,60.08,1017.44,76.33,454.47
15.89,38.73,1001.45,74.37,465.76
19.46,42.04,1011.3,60.45,466.24
26.86,68.08,1012.99,50.04,436.25
27.92,63.07,1010.75,45.26,442.87
29.72,54.2,1012.86,38.48,438.84
15.12,48.92,1011.8,72.93,462.59
25.49,47.45,1007.89,57.04,444.52
13.4,40.89,1010.67,91.66,472.36
13.18,40.83,1007.67,95.44,472.36
17.04,40.12,1011.81,83.14,458.1
13.93,42.86,1032.37,71.11,468.88
25.92,60.95,1014.62,48.46,442.84
24.78,66.49,1010.55,68.12,436.62
17.46,39.54,1008.21,74.24,462.52
25.34,59.39,1014.02,73.58,439.8
19.8,67.71,1005.58,69.65,446.03
11.67,37.73,1021.2,68.88,473.54
23.42,73.17,1012.07,88.39,438.22
20.56,59.14,1016.02,68.59,448.82
29.78,74.78,1009.28,55.09,436.39
24.38,58.2,1016.93,51.61,444.36
16.39,58.59,1014.58,90.34,455.05
29.25,72.99,1006.85,61.15,429.12
25.44,66.54,1011.9,56.76,437.99
21.03,59.8,1015.86,76.63,453.86
9.32,37.73,1022.14,79.49,477.91
21.33,60.1,1010.97,78.36,451.95
12.75,39.58,1010.8,77.31,473.46
27.25,69.98,1008.55,59.55,431.44
15.65,43.5,1021.39,78.58,463.5
20.95,48.14,1013.3,67.72,452.38
15.27,41.16,1009,84.12,467.01
27.49,63.76,1010.09,62.8,436.73
18.06,52.08,1003.73,100.09,452.19
25.43,69.13,1002.2,86.44,431.53
19.12,58.79,1017.34,92.45,447.02
26.96,72.58,1009.23,89.62,429.03
14.66,41.66,1012.89,62.41,466.87
27.18,62.66,1009.89,52.83,442.16
23.21,62.44,1011.78,76.66,442.47
27.52,66.25,1008.21,78.8,438.51
22.59,59.43,1005.85,84.02,442
22.54,61.27,1019.12,54.02,450.01
23.08,64.44,1014.85,69.95,448.61
30.91,70.32,1011.92,65.59,433.71
9.96,39.66,1015.23,82.98,480.6
31.33,73.03,1014.18,49.28,438.49
9.69,40.46,1019.1,71.91,472.16
6.4,41.17,1019.54,85.37,488.82
28.93,74.78,1009.48,56.4,437.34
21.9,57.76,1017.45,66.89,449.95
18.62,65.48,1018.45,73.39,451.94
31.5,74.16,1011.72,56.42,436.43
29.63,69.71,1009.04,67.26,435.27
19.66,58.79,1017.17,84.16,447.93
27.37,70.72,1009.77,67.87,441.9
25.45,74.33,1015.53,80.95,435.12
14.78,38.58,1017.02,82.4,460.54
7.21,42.03,1017.81,90.12,482.26
27.91,63.76,1010.27,65.67,435.21
29.39,69.89,1013.92,47.36,434.27
13.85,48.92,1011.68,79.24,462.38
24.19,46.93,1013.4,49.39,446.3
27,73.42,1012.2,87.28,432.79
28.6,61.86,1011.86,62.13,439.74
15.47,43.13,1015.11,50.5,466.63
26.45,75.6,1017.42,74.5,436.89
28.76,60.23,1010.03,58.24,437.42
6.13,39.48,1005.17,53.5,484.12
13.39,44.58,1016.5,79.26,474.7
10.48,40.22,1004.81,92.16,477.78
10.16,40.8,1028.13,86.39,477.49
16.58,43.99,1021.81,79.29,458.67
19.04,43.43,1009.25,68.74,453.32
21.14,58.98,1009.05,94.36,448.31
21.62,50.05,1007.2,92.9,444.16
16.77,42.28,1007.53,73.19,465.52
11.06,37.92,1008.76,67.32,473.16
16.76,48.14,1012.92,65.74,456.31
7.1,35.77,1015.39,92.1,480.36
10.63,37.5,1008.93,98.14,474.81
26.24,49.82,1014.9,55.58,452.41
10.77,41.44,1016.72,75.27,479.19
10.15,39.22,1020.09,68.75,474.87
24.66,63.73,1011.4,74.52,444.37
20.94,44.58,1016.98,59.65,463.69
7.49,39.81,1019.03,87.29,483.59
20.41,48.06,1012.62,76.21,451.26
24.28,71.98,1006.34,90.45,432.47
22.85,47.43,1008.13,66.36,448.15
11.48,44.6,1018.29,90.76,470.39
21.82,58.66,1011.71,64.37,452.16
16.68,43.14,1018.39,76.48,459.83
10.06,43.22,1014.1,85.7,473
27.52,66.48,1004.99,52.54,429.67
24.79,50.78,1008.78,61.88,445.3
15.81,58.59,1014.41,90.03,456.91
17.74,44.2,1018.87,58.59,454.37
11.3,44.6,1018.19,91.66,470.5
28.4,59.27,1012.03,59.75,441.64
22.28,60.27,1018.98,84.12,443.44
25.89,63.56,1013.82,64.51,443.82
24.09,73.68,1014.93,94.55,441.34
22.97,42.48,1012.84,64.71,466.7
8.66,36.25,1028.22,86.96,479.66
16.52,53.16,1014.68,76.82,457.81
14.28,37.2,1013.96,82.71,467.44
29.12,58.84,1001.31,52.86,446.51
11.05,40.75,1016.55,87.08,478.07
18.2,52.72,1025.87,54.26,463.47
25.02,60.77,1016.71,69.85,441.21
24.75,63.57,1010.47,84.24,445.3
14.35,46.18,1016.63,87.76,461.74
25.16,68.08,1010.89,70.16,435.78
20.03,66.86,1013.05,64.59,450.93
29.71,73.18,1012.35,63.06,427.04
22.19,70.02,1011.03,82.49,444.85
25.99,74.67,1016.59,83.39,434.7
17.21,52.9,1019.91,77.31,460.88
8.55,36.25,1029.54,85.23,480.68
12.45,40.1,1015.4,82.61,473.63
11.77,42.03,1017.63,79.35,472.22
23.6,48.98,1015.41,48.28,448.43
23.55,51.95,1006,76.46,449.54
25.85,75.08,1006.24,57.73,444.63
26.79,77.95,1009.9,80.22,437.91
30.21,71.32,1006.19,67.57,434.91
15.34,36.99,1007.87,94.59,464.58
28.43,73.18,1012.52,71.05,427.11
29.19,65.71,1013.85,50.5,444.49
27.06,43.77,1011.02,42.61,442.15
10.54,41.93,1016.64,93.52,479.65
10.25,41.26,1007.44,98.08,476.03
5.25,42.85,1013.75,89.67,477.78
28.27,66.56,1007.36,55.99,433.52
17.25,43.14,1018.34,76.17,462.8
20.94,44.78,1008.14,35.7,465.57
14.3,53.82,1016.64,63.9,465.42
21.29,59.04,1012.49,84.23,445.37
16.85,49.78,1005.61,100.1,455.33
13.27,40.27,1006.1,40.04,473.88
30.62,66.54,1004.11,55.36,429.01
25.44,63.13,1011.74,77.83,441.91
17.48,43.14,1018.68,74.85,459.59
18.6,68.28,1003.27,84.21,446.98
11.71,40.05,1014.49,86.09,471.49
29.23,68.14,1004.31,81.46,428.87
16.99,40.89,1011.54,64.51,464.95
7.55,38.08,1019.37,76.32,485.49
28.53,68.08,1013.27,42.53,438.91
14.85,43.13,1016.02,55.29,470.37
27.18,64.79,1016.27,63.7,443.87
10.22,37.83,1005.94,93.53,471.79
16.18,44.9,1021.3,74.46,463.1
26.12,75.6,1017.41,72.31,439.68
24.4,62.26,1011.62,70.1,439.06
20.64,49.21,1014.86,58.47,454.2
12.03,40.1,1015.32,85.39,474.94
26.35,59.87,1013.24,73.63,447.26
21.14,69.94,1008.87,79.74,440.69
19.98,56.53,1020.22,73.53,454.89
8.82,34.69,1026.81,82.54,481.44
28.68,70.72,1009.43,71.33,435.45
28.36,60.23,1010.05,53.03,441.08
29.18,68.24,1010.04,68.04,428.52
11.7,41.16,1017.98,95.71,462.94
27.62,63.9,1013.11,43.56,442.89
26.95,70.79,1004.09,75.35,430.07
27.98,67.17,1007.32,75.29,440.68
22.25,60.84,1018.07,73.67,443.99
11.48,42.02,1000.29,94.76,471.43
25.28,72.39,1002.28,89.43,432.52
20.92,57.76,1017.22,75.86,453.96
14.43,38.28,1014.76,79.76,467.12
14.97,42.28,1007.31,79.25,466.62
10.63,44.2,1018.63,90.26,477.19
19.89,50.78,1008.85,92.97,446.35
8.73,36.18,1013.66,77.74,479.25
26.3,59.07,1007.84,78.32,441.94
11.67,44.6,1018.09,92.53,467.96
19.62,52.05,1012.09,50.02,456.81
14.54,46.18,1015.29,94.48,463.03
26.91,74.99,1005.64,78.98,437.06
22.3,50.78,1008.85,81.27,449.86
19.16,43.43,1012.36,72.59,451
25.06,74.33,1014.05,69.02,437.27
26.13,57.32,1012.27,45.78,441.6
12.99,43.8,1023.16,64.65,466.95
10.86,44.85,1014.15,88.36,476.87
24.57,72.24,1011.44,79.19,434.93
21.06,50.59,1016.42,66.12,454.15
19.55,39.39,1013.55,57.82,464.36
14.64,53.82,1016.33,60.59,463.18
8.51,40.78,1023.51,89.84,471.11
33.15,68.51,1012.9,51.91,428.89
20.12,58.12,1015.47,79.38,453.33
26.3,77.95,1009.45,78.72,437.95
25.43,72.39,1002.65,88.13,436.1
23.89,48.41,1010.48,62.31,441.83
27.14,64.27,1012.71,54.4,441.68
12.62,34.03,1019.06,74.78,471.55
16.5,44.2,1018.94,63.59,458.3
20.94,58.16,1016.88,65.43,455.16
18.22,39.63,1005.11,79,465.78
11.86,40.55,1019.82,91.45,473.31
28.71,70.32,1011.78,76.53,435.95
28.5,76.86,999.49,77.47,430.62
16.4,44.9,1009.22,82.31,456.11
18.81,61.87,1009.71,70.47,448.49
28.71,51.43,1006.4,64.79,440.17
30.04,67.25,1017.57,38.14,434.83
32.23,69.13,1000.61,55.1,426.9
31.42,69.13,1009.34,57.16,425.98
21.43,60.95,1015.27,75.49,449.12
26.56,65.59,1012.6,64.25,443.66
21.76,60.27,1018.96,85.06,446.86
12.24,41.62,1013.38,90.26,461.23
15.86,43.67,1011.11,82.24,465.46
23.48,64.15,1021.08,57.77,450.89
25.21,75.6,1017.19,69.84,445.84
31.33,76.86,997.85,64.43,431.44
14.93,43.02,1012.11,45.56,468.19
16.31,42.28,1007.45,77.77,466.49
9.75,36.66,1026.21,70.12,479.45
17.18,40.55,1000.47,72.03,461.73
13.26,40.83,1007.97,90.63,472.14
16.3,38.73,1001.79,73.45,465.7
8.64,39.69,1001.57,98.27,473.55
11.49,41.54,1020.17,70.91,476.74
9.77,34.69,1027.72,74.98,477.51
15.43,39.16,1016.44,79.8,470.74
27.74,70.32,1009.58,50.29,433.47
9.13,39.16,1014.14,86.17,484.86
22.43,63.76,1009.84,75.27,442.85
30.01,65.18,1012.87,43.95,436.91
10.53,40.64,1020.62,98.43,477.99
30.32,74.22,1008.31,53.14,429.36
12.82,46.18,1018.53,88.46,466.06
18.37,51.86,1018.8,74.3,461.14
6.92,41.26,1011.16,96.2,483.61
26.87,69.23,1012.71,54.54,433.89
5.45,39.04,1020.07,77.05,487.33
18.21,49.69,1013.54,80.16,454.25
26.62,71.73,1009.32,80.1,431.93
21.78,51.43,1007.45,88.71,446.56
12.16,45,1021.51,50.52,482.99
13.03,39.52,1016.68,83.09,473.99
18.68,59.14,1016.96,77.09,452.85
34.76,68.94,1006.75,41.31,427.42
11.43,41.16,1022.81,92.04,466.86
20.54,61.27,1019.6,61.87,451.95
5.51,35.57,1026.3,78.97,489.36
21.79,46.21,1012.89,72,449.99
15.62,41.76,1023.82,66.17,459.72
23.63,71.29,1008.01,70.07,442.65
22.16,64.63,1020.81,68.47,451.86
30.62,64.69,1006.23,52.06,435.84
18.01,62.26,1011.89,89.29,451.14
23.07,70.47,1008.64,83.37,439.04
17.68,45.17,1017.5,77.57,461.96
26.34,68.67,1006.54,72.48,437.52
8.91,40.11,1022.87,78.39,475.43
15.04,41.35,1004.29,99.1,467.96
24.51,51.95,1005.57,63.53,449.73
31.18,77.95,1014.89,65.62,431.58
26.39,66.05,1018.24,61.27,442.22
13.11,42.99,1007.6,97,472.84
28.61,52.84,1006,45.73,437.39
11.18,37.5,1013.32,74.32,472.02
10.38,43.02,1013.37,78.53,474.44
28.55,72.43,1007.2,65.82,430.06
27.15,73.9,1007.57,74.42,433.09
11.01,42.02,995.24,98.62,473.96
30.13,71.98,1004.95,63.62,431
22.47,59.43,1006.02,85.21,444.5
18.94,48.7,1007.82,92.88,453.36
19.83,59.21,1012.67,96.42,440.03
26.92,63.73,1010.29,68.6,440.35
10.61,40.77,1022.09,83.62,471.26
16.37,44,1024.61,78.26,460.14
20.57,44.78,1008.89,38.78,465.69
19.57,68.61,1011.13,96.4,448.73
30.7,71.58,1010,48.96,429.27
9.8,41.82,1032.98,67.55,473.72
25.16,43.21,1011.73,88.69,442.29
19.72,47.03,1012.1,90.36,458.59
18.41,49.69,1006.66,80.55,454.97
12.04,40.23,1018.07,81.28,472.7
9.99,41.82,1033.14,68.36,475.75
22.86,47.43,1009.75,61.54,452.53
25.21,59.21,1013.19,62.85,438.7
14.04,40.56,1018.4,65.79,472.98
24.38,60.84,1017.85,62.23,440.85
26.78,52.3,1008.52,61.23,441.21
9.6,37.73,1021.87,77.75,481.03
8.35,40.46,1019.23,73.26,474.79
31.46,70.79,1003.54,59.51,425.68
17.67,43.96,1011.68,82.13,466.31
8.91,40.69,1015.11,89.65,481.59
26.95,72.24,1011.16,73.14,435.65
32.06,75.33,1001.96,63.15,432.92
23.55,58.79,1010.78,78.47,447.01
20.23,57.76,1016.84,81.26,452.5
24.8,68.3,1018.01,80.41,436.17
23.97,44.57,1007.35,62.71,448.17
29.89,65.74,1012.95,51.36,438.24
26.57,73.21,1002.31,92.51,431.68
29.58,76.2,1008.37,60.73,433.91
12.82,43.5,1022.38,84.32,471.41
19.94,56.53,1020.48,76.43,453.8
27.69,69.98,1008.52,60.93,433.47
24.36,68.61,1010.27,63.78,448.71
25.54,69.13,1001.64,90.98,428.74
16.63,39.16,1005.85,72.02,460.29
20.01,68.63,1012.34,69.49,454.5
19.66,51.43,1010.17,84.19,459.12
9.06,39.3,1019.73,84.23,480.41
15.2,39,1016.1,72.76,463.88
33.2,70.8,1008.75,59.41,430.71
29.36,78.05,1011.12,64.17,434.29
17.33,41.35,999.51,68.36,460.46
23.38,54.42,1013.95,73.02,451.87
9.38,43.7,1015.45,90.47,481.52
9.77,44.68,1023.37,91.4,477.56
29.98,76.09,1007.62,75.6,432
14.46,45.87,1009.21,84.09,464.5
9.04,44.68,1023.14,90.73,479.53
21.63,50.16,1005.7,84.84,448.32
26.73,49.02,1007.75,67.73,438.17
30.8,73.56,1007.39,75.78,432.43
15.8,41.1,1003,77.36,465.87
17.83,44.92,1025.04,70.58,458.42
33.7,68.27,1007.16,50.41,427.4
23.6,62.44,1011.52,78.12,440.66
19.92,38.52,1018.15,60.68,451.16
24.93,47.01,1014.28,66.04,455.06
23.48,70.79,1006.7,88.57,432.25
31.01,67.83,1007.95,43.57,429.46
13.78,45.51,1015.56,69.92,468.17
25.85,70.36,1005.59,78.23,433.06
12.1,41.58,1014.41,90.22,462.28
9.26,39.61,1021.18,84.58,480.38
20.77,51.3,1013.89,88.72,450.97
26.23,59.07,1008.2,78.93,440.18
18.32,42.18,1002.27,95.99,458.46
26.37,54.5,1014.48,66.31,451.78
10.34,37.5,1010.35,95.56,474.08
30.47,68.24,1009.55,64.98,427.94
24.86,63.47,1011.5,71.78,441.68
21.58,67.25,1017.39,79,446.15
22.41,66.56,1003.3,88.71,435.75
25.35,65.18,1012.67,70.36,438.17
8.95,36.18,1014.08,76.94,478.07
15.41,44.78,1007.69,65.17,456.83
23.08,74.78,1009.85,83.67,437.86
17.1,62.1,1020.39,93.63,453.4
31.05,69.13,1000.38,58.49,426.31
33.33,73.03,1014.2,42.28,436.05
15.11,43.67,1012.06,91.75,467.82
32.92,69.05,1000.74,39.61,426.61
27.77,51.43,1006.58,69.01,438.7
25.79,63.9,1014.39,60.49,442.7
12.77,41.5,1014.13,86.8,470.68
7.67,41.66,1016.25,77,485.03
24.85,68.37,1006.5,68.37,442.66
21.51,65.48,1017.11,72.99,448.65
16.59,39.54,1007.97,70.58,464.19
13.05,34.03,1018.31,64.99,472.69
20.98,60.1,1011.07,79.44,450.95
24.32,58.79,1016.8,65.61,442.78
22.67,58.2,1016.91,60.75,446.36
26.81,74.9,1003.99,79.88,435.56
30.82,78.87,1012.06,70.69,432.01
20.08,62.52,1017.99,75.74,450.98
25.71,52.84,1006.32,53.29,445.54
13.35,39.58,1012.41,83.45,465.85
10.2,40.67,1016.15,73.2,482.26
27.77,62.26,1010.88,66.45,430.19
14.26,44.2,1019.81,76.46,462.87
12.66,40.35,1011.37,82.77,473.11
11.6,40.69,1015.51,86.55,474.99
25.45,67.83,1009.47,57.97,429.95
12.79,44.03,1007.46,95.93,464.35
23.64,70.04,1011.09,83.35,435.21
29.04,60.07,1014.88,47.23,438.5
30.67,77.95,1015.28,61.67,435.96
30.38,71.58,1010.17,50.45,433.75
31.92,75.33,1001.81,61.97,436.38
20.61,60.1,1010.84,80.57,450.46
19.09,66.51,1015.11,76.38,458.41
25.93,69.34,1008.91,79.43,434.08
19.76,48.92,1010.48,46.57,456.69
26.08,57.32,1012.2,47.06,441.32
31.55,69.75,1010.12,58.36,435.01
19.2,54.2,1011.46,84.44,450.75
24.85,67.9,1005.9,64.55,445.18
25.17,64.79,1017.87,63.26,442.15
27.86,61.5,1009.23,46.19,439.49
23.68,68.12,1011.18,72.45,441.54
11.64,40.1,1015.5,87.05,477.2
19.54,54.9,1017.15,70.37,455.86
15.56,40.12,1013.72,89.78,461.21
25.46,56.89,1012.59,62.9,443.5
27.92,68.3,1015.02,51.04,437.28
13.23,42.34,1018.02,97.49,462.21
17.3,62.1,1020.28,88.06,450.83
10.8,41.66,1013.79,81.96,475.51
30.18,65.74,1012.63,47.74,441.65
8.53,40.02,1031.27,85.57,476.73
13.92,39.58,1012.5,80.28,465.67
25.2,63.76,1009.78,64.96,438.15
23.81,66.51,1016.96,70.16,438.32
19.83,51.43,1007.36,91.64,449.45
17.67,50.88,1015.64,90.55,456.16
23.46,57.85,1012.7,65.54,444.66
15.12,41.04,1025.95,69.67,460.58
15.77,58.16,1016.09,82.56,450.11
25,69.71,1009.23,80.92,438.38
23.95,59.92,1010.15,86.37,435.92
18.42,63.94,1020.47,74.47,450.55
17.79,40.12,1012.74,79.03,459.13
25.24,63.47,1011.3,66.21,442.75
23.95,58.79,1010.45,74.34,448.32
20.11,51.19,1007.82,92.06,449.03
23.34,73.5,1011.43,89.74,441.14
15.6,44.68,1018.35,85.91,463.82
29.14,67.45,1015.51,46.47,433.34
11.94,40.66,1016.61,96.11,467.99
9.62,41.01,1019.43,97.99,467.34
20.8,50.9,1012.07,73.16,457
21.91,48.7,1006.89,83.97,449.8
22.02,64.45,1012.57,47.87,454.9
17.96,47.83,1005,85.72,454.59
9.48,44.71,1019.12,66.43,478.42
10.28,39.64,1010.45,74.15,477.65
17.77,56.53,1019.57,79.89,457.94
19,58.95,1018.05,83.38,451.96
16.64,39.64,1008.7,81.79,463.49
7.36,40.07,1017.29,52.55,489.45
29.3,74.16,1007.72,81.92,431.32
27.34,70.98,1008.82,71.42,438.73
18.28,44.2,1018.83,52.88,458.59
22.45,57.76,1017.55,58.6,450.61
23.57,67.9,1006.08,70.12,446.72
18.35,62.1,1019.97,78.36,455.29
22.07,69.94,1011.18,80.86,440.09
23.31,68.63,1014.73,51.57,448.2
26.44,59.15,1013.35,60.71,439.65
21.14,58.05,1012.98,87.27,449.74
28.7,71.64,1007.11,69.85,436.58
11.8,43.99,1020.86,98.44,466.75
30.5,66.75,1017.55,38.2,432.87
4.78,42.85,1013.39,93.36,481.47
28.26,65.34,1014.56,43.4,441.03
20.85,56.89,1013.15,68.22,450.07
14.66,40.73,1017.45,88.57,459.23
28.25,71.77,1006.36,67.03,429.39
14.72,38.91,1015.17,61.75,468.87
31.91,69.89,1014.59,54.51,429.29
8.83,41.26,1023.04,86.08,478.87
28.24,65.27,1013.43,48.74,439.36
26.29,56.85,1012.68,60.33,439.86
13.91,40.24,1017.03,85.93,466.24
32.41,72.86,1003.69,58.04,432.75
16.2,45.76,1014.73,89.84,460.87
31.92,69.13,1000.77,58.91,425.19
26.54,69.48,1010.7,66.09,432.56
13.69,44.85,1016.89,79.87,470.78
29.43,66.75,1017.63,42.72,434.6
19.08,59.15,1013.1,81.82,451.33
21.39,52.3,1009.2,79.77,446.87
25.72,70.47,1010.44,70.57,434.94
27.2,77.95,1009.48,78.53,433.39
25.42,75.6,1017.39,77.63,438.24
22.75,58.86,1016,67.34,448.32
19.89,44.9,1008.12,67.3,453.09
13.42,40.78,1025.03,77.51,459.04
5.47,38.68,1017.33,72.71,485.7
24.73,65.34,1015.42,52.8,446.92
26.81,56.57,1013.68,61.6,442.94
11.68,40.55,1006.48,96.16,474.8
24.3,69.94,1007.02,62.14,438.92
16.5,53.29,1017.7,95.66,458.37
23.89,70.04,1011.16,84.9,433.71
12.32,43.69,1016.26,83.18,471.6
13.93,38.91,1013.04,73.51,470.39
27.76,44.89,1009.4,50.15,442.83
16.55,41.66,1011.45,55.53,465.14
20.71,58.18,1007.63,98.44,447.06
23.74,49.21,1012.78,42.5,447.67
13.09,39.85,1012.86,58.42,475.89
23.3,52.84,1003.97,72.16,439.49
10.88,44.63,1020.52,86.81,469.57
27.84,72.39,1001.18,83.46,432.19
23.36,56.89,1014.23,78.34,440.51
15.47,44.9,1021.59,81.74,465.61
22.64,62.44,1011.82,75.07,448.13
6.89,43.65,1019.87,72.77,484
22.61,54.42,1014.74,75.87,453.86
7.46,41.82,1032.67,74.59,483.11
14.23,46.18,1017.39,87.29,463.86
28.02,68.08,1013.44,44.46,434.95
12.39,40.75,1016.05,81.91,475.96
18.89,67.71,1003.92,86.12,443.54
20.14,46.93,1014.66,64.22,453.99
29.48,59.27,1010.99,51.23,440.72
16.22,46.36,1020.04,91.73,460.73
18.4,50.16,1011.51,98.07,453.78
14.74,42.77,1017.71,76.59,463.61
29.51,76.09,1007.39,71.5,432.45
25.88,63.47,1011.95,65.87,443.94
29.63,66.75,1018.08,58.46,433.26
14.41,46.18,1016.25,88.88,462.49
10.84,40.62,1015.53,60.9,467.6
21.71,60.27,1015.74,89.76,441.19
13.65,41.58,1020.56,72.17,460.8
24.65,72.43,1007.99,90.05,437.59
27.37,76.2,1006.03,67.07,435.64
18.76,44.71,1015.15,30.83,462.18
29.72,71.97,1008.6,79.25,431.22
22.63,45.61,1014.14,73.06,457.88
22.32,64.27,1014.35,82.98,446.62
22.26,44.89,1009.51,78.93,447.07
22.24,69.23,1011.83,79.37,441.9
17.67,45.09,1014.26,51.92,457.67
34.62,69.05,1000.68,38.35,425.41
29.79,67.69,1006.86,55.93,428.71
29.91,74.33,1013.22,39.76,430.26
23.04,74.99,1005.44,92.86,437.65
31.67,69.68,1012.38,46.52,439.72
32.38,77.24,1007.7,61.15,430.96
16.78,58.95,1017.74,96.24,450.02
23.03,54.42,1014.42,74.98,453.77
25.03,57.5,1014.96,62.23,449.48
